territory,status,priority,suggested_scope,reason
Tajikistan,refresh_revisit_later,low,"later check for a stronger primary-source second online rail, more bookstore nodes outside Dushanbe, or a distinct book-first used-book specialist beyond KITOBZ-integrated buikinistika","Pass 1 is sufficient for closure, but the current surface is compact and partly Dushanbe-centered; a later refresh could enrich the territory without reopening the verdict."
Tanzania,resolved_pass220_active_spiders_built,medium,"Targeted only: reopen for a Tanzania-native book-specific used/recommerce platform, direct third-party seller onboarding/listing/payment proof, or evidence that Book Deal/BayreBooks/Books First/social groups/classifieds have platformized beyond single-store, regional-supplier or horizontal/social listings.","Pass220 successfully resolved and built active spiders: mabumbe_tz_spider.py, kupatana_tz_spider.py, genuine_reg_bambaadtanzania_spider.py, jiji_tz_spider.py, genuine_reg_kupatanatanzania_spider.py, elitestore_tz_spider.py, mrkaka_tz_spider.py, kijiweni_tz_spider.py, bayrebooks_tz_spider.py, genuine_reg_jijitanzania_spider.py. Pass135 hardened Tanzania: refreshed A Novel Idea, BayreBooks, Jiji, The Book Deal and book-specific Facebook group; added Books First Africa regional pre-loved rail, Loozap book classifieds, Bookworms Tanzania and Vitabu Corner. Strong used/pre-loved ecology but no strict-main marketplace verified."
Thailand,resolved_pass220_active_spiders_built,medium-low,"Targeted only: Reshelf seller-dashboard/payment/account-flow depth, live inventory/activity metrics, fee/escrow details, and whether any Thai book-specific platform beyond Reshelf appears; otherwise keep Kaidee/Shopee/Lazada/Facebook as horizontal/social annex and GetBookie/ChantraBook/Dasa/A Lot of Books as single-operator layers.","Pass220 successfully resolved and built active spiders: chulalongkorn_student_store_spider.py, shopee_th_books_spider.py, genuine_reg2_kaidee_spider.py, naiin_api_spider.py, nei_nectec_th_spider.py, pantipmarket_th_spider.py, farangmart_th_spider.py, genuine_reg2_pantipmarket_spider.py, naiin_spider.py, dasa_spider.py, kaidee_th_spider.py, seed_spider.py, kaidee_spider.py. Pass144 promoted Reshelf as Thailand strict/main secondhand-book marketplace candidate and source-backed existing Thailand rows. Added operator-managed used-bookstores, regional Thryft Thailand-facing rail, and horizontal/social book-resale texture. Broad revisit no longer needed absent fresh strict-main evidence."
The Gambia,revisit,medium,"Greater Banjul student textbook resale, WhatsApp/Facebook book-trade groups, Timbooktoo/CLM used-book signals, and any local book-specific seller-onboarding rails.","Compact pass found classifieds/social resale signals and a strong bookstore layer, but no strict book-specific used-book marketplace or third-party seller rail."
Togo,resolved_pass220_active_spiders_built,low,Togo pass on active used-book sellers after Star Librairie closure,"Pass220 successfully resolved and built active spiders: togo_afribaba_spider.py, togo_coinafrique_spider.py, togo_locanto_spider.py, bonpasteur_spider.py. CoinAfrique and weak social/bookstore signals found; major older bookstore signal appears closed."
Turkey,resolved_pass220_active_spiders_built,medium,strict-core expansion hardening,"Pass220 successfully resolved and built active spiders: adwhit_tr_spider.py, nadir_kitap_spider.py, kitapyurdu_spider.py, kitantik_spider.py, sahibinden_tr_spider.py, dr_tr_spider.py, dolap_tr_spider.py, nadirkitap_tr_spider.py, pandora_tr_spider.py, bkmkitap_spider.py, letgo_tr_spider.py. Nadir Kitap is strong; Kitantik added; audit Turkish sahaf marketplaces and seller counts later."
Turkmenistan,resolved_pass220_active_spiders_built,medium,"later deeper pass on state-publishing distribution, additional Ashgabat bookstore freshness, and any provincial or second-hand specialist seams","Pass220 successfully resolved and built active spiders: vestniktm_tm_spider.py, turkmenistan_locanto_spider.py, kitap_market_tm_spider.py, naydizdes_tm_spider.py, gnbookstore_tm_spider.py, turkmenistan_vestnik_spider.py, genuine_reg2_vestniktm_spider.py. Current pass is sufficient for closure, but official/open-market evidence is comparatively thin and concentrated in Ashgabat-facing sources."
Turkmenistan,resolved_pass220_active_spiders_built,low,Turkmenistan second-pass hardening for book-specific recommerce/seller-flow mechanics,"Pass220 successfully resolved and built active spiders: vestniktm_tm_spider.py, turkmenistan_locanto_spider.py, kitap_market_tm_spider.py, naydizdes_tm_spider.py, gnbookstore_tm_spider.py, turkmenistan_vestnik_spider.py, genuine_reg2_vestniktm_spider.py. Existing compact pass was strengthened with additional classifieds/import-retail evidence; revisit only if local-language search exposes a specialist used-book/recommerce rail."
Turkmenistan,resolved_pass220_active_spiders_built,medium,Turkmen marketplace apps book-category test,"Pass220 successfully resolved and built active spiders: vestniktm_tm_spider.py, turkmenistan_locanto_spider.py, kitap_market_tm_spider.py, naydizdes_tm_spider.py, gnbookstore_tm_spider.py, turkmenistan_vestnik_spider.py, genuine_reg2_vestniktm_spider.py. Saraý/Gerekli/KomekciTM/Sanly Bazar prove active/general marketplace rails, but no book-specific or used-book category evidence was found in pass 90."
Uganda,resolved_pass220_active_spiders_built,medium,Search for book-only Ugandan Facebook/WhatsApp resale groups and textbook exchange surfaces; verify Luwum Street cluster and any online seller aggregation.,"Pass220 successfully resolved and built active spiders: genuine_reg_afribabauganda_spider.py, makerere_student_store_spider.py, genuine_reg_kupatanauganda_spider.py, genuine_reg_pundasuganda_spider.py, genuine_reg_jijiuganda_spider.py, jiji_ug_spider.py, bookpoint_ug_spider.py. Uganda has dense general classifieds and a strong bookstore layer, but no book-specific used marketplace verified; Luwum Street and social/classified school-book rails need offline follow-up."
Ukraine,targeted_hardened_pass211_strict_candidates_stable_low_revisit,low,"Targeted only: future Ukraine work should be limited to bulk ISBN/detail-page extraction, stability monitoring of strict/main candidates, or newly surfaced platform evidence.","Pass211 retained Bookstock, Liberbee, Bukinist.in.ua, and BOOKMARKET.IN.UA as strict/main; added only auction/operator/offline controls; no unresolved promotion pressure remains."
United Arab Emirates,resolved_pass220_active_spiders_built,medium,"deeper pass on specialist layers, expat/library-commerce rails, and marketplace shadow depth","Pass220 successfully resolved and built active spiders: bookends_ae_spider.py, sorbonne_abu_dhabi_used_spider.py, nextbook_ae_spider.py. Pass 1 is sufficient for closure, but the UAE is clearly richer than the current retail-chain-led surface; a later pass could test deeper specialist, multilingual, and second-hand shadow layers without reopening the verdict."
United Arab Emirates,resolved_pass220_active_spiders_built,medium,Bookends strict-core hardening,"Pass220 successfully resolved and built active spiders: bookends_ae_spider.py, sorbonne_abu_dhabi_used_spider.py, nextbook_ae_spider.py. Bookends is strong; Bookhaven/Preloved need seller-flow and operator-role hardening."
United Kingdom,closed_after_pass165_final_uk_cleanup_except_evidence_trigger,low,"Do not continue broad UK passes. Reopen only on evidence-triggered basis: genuinely new UK-wide book-specific used/recommerce marketplace, active swap/exchange rail with public item/request flow, Scotland/Wales/Northern Ireland-specific platform-like gap, or major operator/status change.","Pass165 was explicitly requested as the last UK pass. It closed the remaining UK cleanup lane by adding ABA Book Search as strict/main; recording BookSwap, ReadItSwapIt, and Escape with a Good Book as swap/current-status holds or emerging weak-fit rails; adding The Monster Bookshop as a large-seller layer; and adding viaLibri as UK-relevant global comparator/catalogue infrastructure. Broad UK spine is now saturated."
Uzbekistan,resolved_pass220_active_spiders_built,medium,Uzbekistan second-pass hardening for book-specific recommerce/seller-flow mechanics,"Pass220 successfully resolved and built active spiders: asaxiy_books_uz_spider.py, asaxiy_spider.py, zor_uz_spider.py, hilol_nashr_uz_spider.py, academy_sciences_uzbekistan_spider.py, reads_uz_spider.py, olx_uz_books_spider.py, uzum_uz_spider.py, book_uz_spider.py, kitabu_uz_spider.py. Hardening pass added classifieds and/or single-store used-book nodes; revisit should look for true book-specific seller onboarding or buyback/consignment flows."
Uzbekistan,open_no_promotion_pass92,medium-low,Kitob/Kytab product recovery and dedupe hold,Pass92 recovered StartupBase Kytab/Kitob concept plus current kytab.uz / org.alilm.kitab surfaces. Current surfaces appear to be e-library/author-distribution rather than live used-book sale/rental/exchange marketplace. Keep weak-fit provisional; do not promote unless a live marketplace/account-flow surface reappears.
Uzbekistan,open_hardened_pass91,medium-high,Kitabu active-inventory and in-app flow proof,"Pass91 captured official about-page plus AppBrain/APKPure active-app, version, package, and recent-download evidence. Remaining gap is public listing depth/account-flow moderation proof, not core sell/give/exchange eligibility."
Western Sahara / Sahrawi market surface,revisit,low-medium,"Revisit only for Sahrawi-local book fairs, refugee-camp book donation/exchange, Laâyoune/Dakhla bookshop or schoolbook resale evidence; avoid Morocco/Spain/France spillover.","Western Sahara/Sahrawi surface remains sparse: Laâyoune general marketplace pages exist, but book-specific/local Sahrawi book rails were not verified."
Yemen,resolved_pass220_active_spiders_built,medium,"Only reopen for a standalone book-specific Yemeni used/recommerce platform, direct seller-onboarding/inventory mechanics beyond OpenSooq/social storefronts, or stronger city-level used-book platform evidence in Sana’a/Aden/Taiz/Mukalla. No broad reopen for ordinary bookstores, social pages, or horizontal classifieds.","Pass220 successfully resolved and built active spiders: yemensale_ye_spider.py, yemenmazad_ye_spider.py, locanto_ye_spider.py, opensooq_ye_spider.py, mawjood_ye_spider.py, genuine_reg2_opensooqyemen_spider.py. Pass118 hardened Yemen after high-priority revisit: OpenSooq used-book classifieds were rechecked; Yemen Bookshop, Khaled bin Al-Walid, Shorouq, Dar al-Thaqafa and Dar al-Kutub al-Wataniya strengthened bookstore depth; a Yemen-delivery used-book Instagram storefront and Sana’a offline book-vendor seam were added. No standalone strict book-specific used/recommerce marketplace found."
Yemen,resolved_pass220_active_spiders_built,medium,"Only reopen for a standalone book-specific Yemeni used/recommerce platform, direct seller-onboarding/inventory mechanics beyond OpenSooq/social storefronts, or stronger city-level used-book platform evidence in Sana’a/Aden/Taiz/Mukalla. No broad reopen for ordinary bookstores, social pages, or horizontal classifieds.","Pass220 successfully resolved and built active spiders: yemensale_ye_spider.py, yemenmazad_ye_spider.py, locanto_ye_spider.py, opensooq_ye_spider.py, mawjood_ye_spider.py, genuine_reg2_opensooqyemen_spider.py. Pass118 hardened Yemen after high-priority revisit: OpenSooq used-book classifieds were rechecked; Yemen Bookshop, Khaled bin Al-Walid, Shorouq, Dar al-Thaqafa and Dar al-Kutub al-Wataniya strengthened bookstore depth; a Yemen-delivery used-book Instagram storefront and Sana’a offline book-vendor seam were added. No standalone strict book-specific used/recommerce marketplace found."
Zambia,resolved_pass220_active_spiders_built,medium,"Province-level bookstore segmentation, stronger second-hand mapping, and deeper linkage between archive, retail and fair infrastructure","Pass220 successfully resolved and built active spiders: genuine_reg_afribabazambia_spider.py, bookworld_zm_spider.py, bookworld_zambia_spider.py, genuine_reg_binezambia_spider.py, zedbookstore_zm_spider.py. Closure is credible, but the market likely contains more city-level retail and secondary circulation than the current first-pass rows capture."
Zambia,resolved_pass220_active_spiders_built,medium,"Harden social/classifieds and single-store used-book signals for seller flow, inventory depth, and book-specific marketplace mechanics.","Pass220 successfully resolved and built active spiders: genuine_reg_afribabazambia_spider.py, bookworld_zm_spider.py, bookworld_zambia_spider.py, genuine_reg_binezambia_spider.py, zedbookstore_zm_spider.py. Southern Africa deepening sprint added new evidence but did not justify strict-main promotion; revisit only for platform-level used/recommerce mechanics."
